query family beginR
chr12:94880132:94880267_1 L1PA3 LINE/L1
chr12:94880132:94880267_1 (A)n Simple_repeat
chr12:94880449:94880584 Charlie1b DNA/hAT-Charlie
chr12:94880449:94880584_1 Charlie1b DNA/hAT-Charlie
chr12:94880674:94880809 AluY SINE/Alu
chr12:94880674:94880809_1 AluY SINE/Alu
chr12:94880844:94880979 AluY SINE/Alu
chr12:94880844:94880979_1 AluY SINE/Alu
chr14:23864736:23864871 AluY SINE/Alu
chr14:23864736:23864871_1 AluY SINE/Alu
chr14:53350411:53350546 MSTA LTR/ERVL-MaLR
chr14:53350411:53350546_1 MSTA LTR/ERVL-MaLR
chr14:53366081:53366216 AluY SINE/Alu
chr14:53366081:53366216_1 AluY SINE/Alu
chr14:53369054:53369189 AluSx SINE/Alu
chr14:53369054:53369189_1 AluSx SINE/Alu
chr14:53371912:53372047 HAL1 LINE/L1
chr14:53371912:53372047_1 HAL1 LINE/L1
chr14:53373331:53373466 L1MEc LINE/L1
chr14:53373331:53373466_1 L1MEc LINE/L1
chr14:73603165:73603300 (GCG)n Simple_repeat
chr14:73603165:73603300_1 (GCG)n Simple_repeat
chr14:76448662:76448797_1 G-rich Low_complexity
chr14:98535188:98535323 MIRc SINE/MIR
chr14:98535188:98535323_1 MIRc SINE/MIR
chr14:98535702:98535837 (AT)n Simple_repeat
chr14:98535702:98535837_1 (AT)n Simple_repeat
chr14:98539629:98539764 MLT1B LTR/ERVL-MaLR
chr14:98539629:98539764_1 MLT1B LTR/ERVL-MaLR
chr14:98549370:98549505 MLT2B1 LTR/ERVL
chr14:98549370:98549505_1 MLT2B1 LTR/ERVL
chr14:98550081:98550216_1 L4_B_Mam LINE/RTE-X
chr14:98551457:98551592 L1MEd LINE/L1
chr14:98551457:98551592_1 L1MEd LINE/L1
chr14:98551502:98551637 L1M4a1 LINE/L1
chr14:98551502:98551637_1 L1M4a1 LINE/L1
chr14:98551554:98551689 L1PA16 LINE/L1
chr14:98551554:98551689_1 L1PA16 LINE/L1
chr14:98552098:98552233 L1P4 LINE/L1
chr14:98552098:98552233_1 L1P4 LINE/L1
chr14:98552435:98552570 L1P4 LINE/L1
chr14:98552435:98552570_1 L1P4 LINE/L1
chr14:98553028:98553163 L1P4 LINE/L1
chr14:98553028:98553163_1 L1P4 LINE/L1
chr14:98554616:98554751 (TTA)n Simple_repeat
chr14:98557134:98557269 AluY SINE/Alu
chr14:98557134:98557269_1 AluY SINE/Alu
chr14:98557375:98557510 L1P3 LINE/L1
chr14:98557375:98557510_1 L1P3 LINE/L1
chr14:98558154:98558289 (A)n Simple_repeat
chr14:98561302:98561437_1 L2 LINE/L2
chr14:98564031:98564166_1 A-rich Low_complexity
chr14:98572368:98572503 AluSx SINE/Alu
chr14:98572368:98572503_1 AluSx SINE/Alu
chr14:98580398:98580533 L1MEc LINE/L1
chr14:98580398:98580533_1 L1MEc LINE/L1
chr14:98580519:98580654 L1MEc LINE/L1
chr14:98580519:98580654_1 L1MEc LINE/L1
chr14:98580575:98580710 L1MEc LINE/L1
chr14:98580575:98580710_1 L1MEc LINE/L1
chr14:98580959:98581094 L1MEc LINE/L1
chr14:98580959:98581094_1 L1MEc LINE/L1
chr14:98581004:98581139 L1MEc LINE/L1
chr14:98581004:98581139_1 L1MEc LINE/L1
chr14:98581957:98582092 7SLRNA srpRNA
chr14:98581957:98582092_1 7SLRNA srpRNA
chr14:98581964:98582099 7SLRNA srpRNA
chr14:98581964:98582099_1 7SLRNA srpRNA
chr14:98582241:98582376 AluJb SINE/Alu
chr14:98582241:98582376_1 AluJb SINE/Alu
chr14:98584719:98584854 MLT1J1 LTR/ERVL-MaLR
chr14:98584719:98584854_1 MLT1J1 LTR/ERVL-MaLR
chr14:98584839:98584974 MLT1J2 LTR/ERVL-MaLR
chr14:98585142:98585277 MLT2C2 LTR/ERVL
chr14:98585142:98585277_1 MLT2C2 LTR/ERVL
chr14:98585259:98585394 MLT2C2 LTR/ERVL
chr14:98585259:98585394_1 MLT2C2 LTR/ERVL
chr14:98585549:98585684_1 (ATATATT)n Simple_repeat
chr14:98586134:98586269 MLT1I LTR/ERVL-MaLR
chr14:98586134:98586269_1 MLT1I LTR/ERVL-MaLR
chr14:98586454:98586589 7SLRNA srpRNA
chr14:98586454:98586589_1 7SLRNA srpRNA
chr14:98586777:98586912 SVA_A Retroposon/SVA
chr14:98586777:98586912_1 SVA_A Retroposon/SVA
chr14:98586945:98587080 MER58C DNA/hAT-Charlie
chr14:98586945:98587080_1 MER58C DNA/hAT-Charlie
chr14:98586994:98587129 MER58C DNA/hAT-Charlie
chr14:98586994:98587129_1 MER58C DNA/hAT-Charlie
chr14:98586999:98587134 MER58C DNA/hAT-Charlie
chr14:98586999:98587134_1 MER58C DNA/hAT-Charlie
chr14:98588707:98588842 MLT1B LTR/ERVL-MaLR
chr14:98588707:98588842_1 MLT1B LTR/ERVL-MaLR
chr14:98588849:98588984 MLT1B LTR/ERVL-MaLR
chr14:98588849:98588984_1 MLT1B LTR/ERVL-MaLR
chr14:98589138:98589273 (TCTCTA)n Simple_repeat
chr14:98589138:98589273 Tigger4b DNA/TcMar-Tigger
chr14:98589138:98589273_1 (TCTCTA)n Simple_repeat
chr14:98589138:98589273_1 (TCTA)n Simple_repeat
chr14:98589138:98589273_1 Tigger4b DNA/TcMar-Tigger
chr14:98589204:98589339 Tigger4b DNA/TcMar-Tigger
chr14:98589204:98589339 Tigger4 DNA/TcMar-Tigger
chr14:98589204:98589339_1 Tigger4b DNA/TcMar-Tigger
chr14:98589204:98589339_1 Tigger4 DNA/TcMar-Tigger
chr14:98589441:98589576 Tigger4 DNA/TcMar-Tigger
chr14:98589441:98589576 Tigger4 DNA/TcMar-Tigger
chr14:98589441:98589576_1 Tigger4 DNA/TcMar-Tigger
chr14:98589441:98589576_1 Tigger4 DNA/TcMar-Tigger
chr14:98590521:98590656 MLT1A0 LTR/ERVL-MaLR
chr14:98590521:98590656_1 MLT1A0 LTR/ERVL-MaLR
chr14:98590561:98590696 MLT1A LTR/ERVL-MaLR
chr14:98590561:98590696_1 MLT1A LTR/ERVL-MaLR
chr14:98590600:98590735 MLT1A LTR/ERVL-MaLR
chr14:98590600:98590735_1 MLT1A LTR/ERVL-MaLR
chr14:98590641:98590776 MLT1A LTR/ERVL-MaLR
chr14:98590641:98590776_1 MLT1A LTR/ERVL-MaLR
chr14:98591628:98591763 MLT1E1A LTR/ERVL-MaLR
chr14:98591628:98591763_1 MLT1E1A LTR/ERVL-MaLR
chr15:48726111:48726246 MER5A DNA/hAT-Charlie
chr15:48726111:48726246_1 MER5A DNA/hAT-Charlie
chr15:48728962:48729097 L2b LINE/L2
chr15:48728962:48729097_1 L2b LINE/L2
chr15:48737272:48737407 (TA)n Simple_repeat
chr15:48737272:48737407_1 (TA)n Simple_repeat
chr15:48739794:48739929_1 (GA)n Simple_repeat
chr15:48793547:48793682 MSTD LTR/ERVL-MaLR
chr15:48793547:48793682_1 MSTD LTR/ERVL-MaLR
chr15:48795368:48795503 AluSx SINE/Alu
chr15:48795368:48795503_1 AluSx SINE/Alu
chr15:48801736:48801871 (TA)n Simple_repeat
chr15:48801736:48801871_1 (TA)n Simple_repeat
chr15:48804654:48804789 L1PA13 LINE/L1
chr15:48804654:48804789_1 L1PA13 LINE/L1
chr15:48809360:48809495 L2 LINE/L2
chr15:48809360:48809495_1 L2 LINE/L2
chr15:48814229:48814364 MER1A DNA/hAT-Charlie
chr15:48814229:48814364_1 MER1A DNA/hAT-Charlie
chr15:48819057:48819192 LTR16A LTR/ERVL
chr15:48819057:48819192_1 LTR16A LTR/ERVL
chr15:48858903:48859038 MIR3 SINE/MIR
chr15:48858903:48859038_1 MIR3 SINE/MIR
chr15:48859898:48860033 L1M4 LINE/L1
chr15:48859898:48860033_1 L1M4 LINE/L1
chr15:48861975:48862110 L1MB7 LINE/L1
chr15:48861975:48862110_1 L1MB8 LINE/L1
chr15:48884937:48885072 MER102c DNA/hAT-Charlie
chr15:48884937:48885072_1 MER102c DNA/hAT-Charlie
chr15:48891039:48891174 THE1B LTR/ERVL-MaLR
chr15:48891039:48891174_1 THE1B LTR/ERVL-MaLR
chr15:48894132:48894267 L2c LINE/L2
chr15:48894132:48894267_1 L2c LINE/L2
chr15:48897214:48897349 L1MD LINE/L1
chr15:48897214:48897349_1 L1MD LINE/L1
chr15:48899331:48899466 L1MD1 LINE/L1
chr15:48899331:48899466 (AATACAA)n Simple_repeat
chr15:48899331:48899466_1 L1MD1 LINE/L1
chr15:48899331:48899466_1 A-rich Low_complexity
chr15:48919035:48919170 MIR SINE/MIR
chr15:48919035:48919170_1 MIR SINE/MIR
chr15:48930577:48930712 MIR SINE/MIR
chr15:48930577:48930712_1 MIR SINE/MIR
chr15:48939820:48939955 AluSx SINE/Alu
chr15:48939820:48939955_1 AluSx SINE/Alu
chr15:66869004:66869139 AluSx SINE/Alu
chr15:66869004:66869139_1 AluSx SINE/Alu
chr15:66870237:66870372 L1PA10 LINE/L1
chr15:66870237:66870372_1 L1PA10 LINE/L1
chr15:66870652:66870787 AluJb SINE/Alu
chr15:66870652:66870787_1 AluJb SINE/Alu
chr15:66871204:66871339 MLT1F2 LTR/ERVL-MaLR
chr15:66871204:66871339_1 MLT1F2 LTR/ERVL-MaLR
chr15:66871920:66872055 AluSx SINE/Alu
chr15:66871920:66872055_1 AluSx SINE/Alu
chr15:66873856:66873991 THE1-int LTR/ERVL-MaLR
chr15:66873856:66873991_1 THE1-int LTR/ERVL-MaLR
chr15:66874003:66874138 THE1-int LTR/ERVL-MaLR
chr15:66874003:66874138_1 THE1-int LTR/ERVL-MaLR
chr15:66874074:66874209 THE1-int LTR/ERVL-MaLR
chr15:66874074:66874209_1 THE1-int LTR/ERVL-MaLR
chr15:66874130:66874265 THE1-int LTR/ERVL-MaLR
chr15:66874130:66874265_1 THE1-int LTR/ERVL-MaLR
chr15:66874237:66874372 THE1A LTR/ERVL-MaLR
chr15:66874237:66874372 THE1A LTR/ERVL-MaLR
chr15:66874237:66874372_1 THE1A LTR/ERVL-MaLR
chr15:66874237:66874372_1 THE1A LTR/ERVL-MaLR
chr15:66874392:66874527 THE1A LTR/ERVL-MaLR
chr15:66874392:66874527_1 THE1A LTR/ERVL-MaLR
chr15:75071387:75071522 AluSx SINE/Alu
chr15:75071387:75071522 MER83B LTR/ERV1
chr15:75071387:75071522_1 AluSx SINE/Alu
chr15:75071387:75071522_1 MER83B LTR/ERV1
chr15:75083426:75083561 L1ME4b LINE/L1
chr15:75083426:75083561_1 L1ME4b LINE/L1
chr15:75097712:75097847 SVA_A Retroposon/SVA
chr15:75097712:75097847 7SLRNA srpRNA
chr15:75097712:75097847_1 SVA_A Retroposon/SVA
chr15:75097712:75097847_1 7SLRNA srpRNA
chr15:75102646:75102781 SVA_A Retroposon/SVA
chr15:75102646:75102781_1 SVA_A Retroposon/SVA
chr15:75102783:75102918 AluSx SINE/Alu
chr15:75102783:75102918_1 AluSx SINE/Alu
chr15:75102855:75102990 AluSx SINE/Alu
chr15:75102855:75102990_1 AluSx SINE/Alu
chr15:75106651:75106786 7SLRNA srpRNA
chr15:75106651:75106786 AluSx SINE/Alu
chr15:75106651:75106786_1 7SLRNA srpRNA
chr15:75106651:75106786_1 AluSx SINE/Alu
chr15:75139628:75139763 AluSx SINE/Alu
chr15:75139628:75139763_1 AluSx SINE/Alu
chr15:79068135:79068270 MIR3 SINE/MIR
chr15:79068135:79068270 MIRb SINE/MIR
chr15:79068135:79068270_1 MIR3 SINE/MIR
chr15:79068135:79068270_1 MIRb SINE/MIR
chr15:80993087:80993222 AluJb SINE/Alu
chr15:80993087:80993222_1 AluJb SINE/Alu
chr15:80993209:80993344 7SLRNA srpRNA
chr15:80993209:80993344_1 7SLRNA srpRNA
chr15:80999933:81000068 MER30 DNA/hAT-Charlie
chr15:80999933:81000068 LTR48B LTR/ERV1
chr15:80999933:81000068_1 MER30 DNA/hAT-Charlie
chr15:80999933:81000068_1 LTR48B LTR/ERV1
chr15:81006644:81006779 MIR SINE/MIR
chr15:81006644:81006779_1 MIR SINE/MIR
chr15:81009578:81009713 Tigger8 DNA/TcMar-Tigger
chr15:81009578:81009713_1 Tigger8 DNA/TcMar-Tigger
chr15:81010181:81010316 Tigger8 DNA/TcMar-Tigger
chr15:81010181:81010316_1 Tigger8 DNA/TcMar-Tigger
chr15:81012339:81012474 SVA_B Retroposon/SVA
chr15:81012339:81012474 7SLRNA srpRNA
chr15:81012339:81012474_1 SVA_B Retroposon/SVA
chr15:81012339:81012474_1 7SLRNA srpRNA
chr15:81012969:81013104 AluSx SINE/Alu
chr15:81012969:81013104_1 AluSx SINE/Alu
chr15:81015359:81015494 MER8 DNA/TcMar-Tigger
chr15:81015359:81015494 (TG)n Simple_repeat
chr15:81015359:81015494_1 MER8 DNA/TcMar-Tigger
chr15:81015359:81015494_1 (TG)n Simple_repeat
chr15:81018410:81018545 MER9a1 LTR/ERVK
chr15:81018410:81018545_1 MER9a1 LTR/ERVK
chr15:81018475:81018610 MER9a1 LTR/ERVK
chr15:81018475:81018610_1 MER9a1 LTR/ERVK
chr15:81018519:81018654 MER9a1 LTR/ERVK
chr15:81018519:81018654_1 MER9a1 LTR/ERVK
chr15:81021106:81021241 AluJb SINE/Alu
chr15:81021106:81021241_1 AluJb SINE/Alu
chr15:81024136:81024271 L1MB3 LINE/L1
chr15:81024136:81024271_1 L1MB3 LINE/L1
chr15:81037664:81037799 7SLRNA srpRNA
chr15:81037664:81037799 SVA_A Retroposon/SVA
chr15:81037664:81037799_1 7SLRNA srpRNA
chr15:81037664:81037799_1 SVA_A Retroposon/SVA
chr15:81052879:81053014 L1M5 LINE/L1
chr15:91418229:91418364 AluSx SINE/Alu
chr15:91418229:91418364_1 AluSx SINE/Alu
chr15:91418326:91418461 AluSx SINE/Alu
chr15:91418326:91418461_1 AluSx SINE/Alu
chr15:91427804:91427939 G-rich Low_complexity
chr15:91427804:91427939_1 G-rich Low_complexity
chr15:91429219:91429354 MIR SINE/MIR
chr15:91429219:91429354_1 MIR SINE/MIR
chr15:91439349:91439484 AluJb SINE/Alu
chr15:91439349:91439484_1 AluJb SINE/Alu
chr16:20352795:20352930 MER5A1 DNA/hAT-Charlie
chr16:20352795:20352930_1 MER5A1 DNA/hAT-Charlie
chr16:20355743:20355878 AluSx SINE/Alu
chr16:20355743:20355878_1 AluSx SINE/Alu
chr16:20356258:20356393 7SLRNA srpRNA
chr16:20356258:20356393_1 7SLRNA srpRNA
chr16:20357187:20357322 MIR SINE/MIR
chr16:20357187:20357322_1 MIR SINE/MIR
chr16:20357213:20357348 MIR SINE/MIR
chr16:20357213:20357348_1 MIR SINE/MIR
chr16:20358180:20358315 (AAAG)n Simple_repeat
chr16:20358180:20358315_1 (AAAG)n Simple_repeat
chr16:20361882:20362017 (CA)n Simple_repeat
chr16:20361882:20362017_1 (CA)n Simple_repeat
chr16:20365014:20365149 L1PA5 LINE/L1
chr16:20365014:20365149_1 L1PA5 LINE/L1
chr16:20365166:20365301 L1PA5 LINE/L1
chr16:20365166:20365301_1 L1PA5 LINE/L1
chr16:20365586:20365721 L1M5 LINE/L1
chr16:20365586:20365721_1 L1M5 LINE/L1
chr16:20366391:20366526 MER74A LTR/ERVL
chr16:20366391:20366526_1 MER74A LTR/ERVL
chr16:20366439:20366574 MER74B LTR/ERVL
chr16:20366439:20366574_1 MER74A LTR/ERVL
chr16:20366663:20366798 AluSx SINE/Alu
chr16:20366663:20366798_1 AluSx SINE/Alu
chr16:20366742:20366877 AluSx SINE/Alu
chr16:20366742:20366877_1 AluSx SINE/Alu
chr16:20366881:20367016 AluSx SINE/Alu
chr16:20366881:20367016_1 AluSx SINE/Alu
chr16:20367062:20367197 MIRb SINE/MIR
chr16:20367062:20367197_1 MIRb SINE/MIR
chr16:4922382:4922517 G-rich Low_complexity
chr16:4922382:4922517_1 G-rich Low_complexity
chr16:4929201:4929336 L1MA5A LINE/L1
chr16:4929201:4929336_1 L1MA5A LINE/L1
chr16:4946516:4946651 L1MB5 LINE/L1
chr16:4946516:4946651_1 L1MB5 LINE/L1
chr16:4946726:4946861 AluSx SINE/Alu
chr16:4946726:4946861_1 AluSx SINE/Alu
chr16:4949621:4949756 L2a LINE/L2
chr16:4949621:4949756_1 L2a LINE/L2
chr16:4949747:4949882 MIR SINE/MIR
chr16:4949747:4949882_1 MIR SINE/MIR
chr16:75312833:75312968 AluJb SINE/Alu
chr16:75312833:75312968_1 AluJb SINE/Alu
chr16:75313955:75314090 AluSx SINE/Alu
chr16:75313955:75314090_1 AluSx SINE/Alu
chr16:75314561:75314696 MIR3 SINE/MIR
chr16:75314561:75314696_1 MIR3 SINE/MIR
chr16:75314770:75314905 MER21C LTR/ERVL
chr16:75314770:75314905_1 MER21C LTR/ERVL
chr16:75317507:75317642 AluSx SINE/Alu
chr16:75317507:75317642_1 AluSx SINE/Alu
chr16:75317517:75317652 AluSx SINE/Alu
chr16:75317517:75317652_1 AluSx SINE/Alu
chr16:75318578:75318713 L1M5 LINE/L1
chr16:75318578:75318713 MER34 LTR/ERV1
chr16:75318578:75318713_1 L1M5 LINE/L1
chr16:75318578:75318713_1 MER34 LTR/ERV1
chr16:75318978:75319113 MER34 LTR/ERV1
chr16:75318978:75319113_1 MER34 LTR/ERV1
chr16:75319148:75319283 AluSx SINE/Alu
chr16:75319148:75319283_1 AluSx SINE/Alu
chr16:75319648:75319783 MER34 LTR/ERV1
chr16:75319648:75319783_1 MER34 LTR/ERV1
chr16:75320759:75320894 L1M5 LINE/L1
chr16:75320759:75320894_1 L1M5 LINE/L1
chr16:75320963:75321098 MIRc SINE/MIR
chr16:75320963:75321098_1 MIRc SINE/MIR
chr16:75322505:75322640 (CACAC)n Simple_repeat
chr16:75322505:75322640_1 (CACAC)n Simple_repeat
chr16:75323491:75323626 AluJb SINE/Alu
chr16:75323491:75323626_1 AluJb SINE/Alu
chr16:75326278:75326413 AluJb SINE/Alu
chr16:75326278:75326413_1 AluJb SINE/Alu
chr16:75330310:75330445 AluJb SINE/Alu
chr16:75330310:75330445_1 AluJb SINE/Alu
chr16:75330976:75331111 (TG)n Simple_repeat
chr16:75330976:75331111_1 (GT)n Simple_repeat
chr16:75330996:75331131 (TG)n Simple_repeat
chr16:75330996:75331131_1 (TG)n Simple_repeat
chr16:75331110:75331245 AluSx SINE/Alu
chr16:75331110:75331245_1 AluSx SINE/Alu
chr16:75331973:75332108 Tigger4b DNA/TcMar-Tigger
chr16:75331973:75332108_1 Tigger4b DNA/TcMar-Tigger
chr16:75333297:75333432 AluY SINE/Alu
chr16:75333297:75333432_1 AluY SINE/Alu
chr16:75336105:75336240 AluJb SINE/Alu
chr16:75336105:75336240_1 AluJb SINE/Alu
chr16:75336362:75336497 SVA_A Retroposon/SVA
chr16:75336362:75336497 7SLRNA srpRNA
chr16:75336362:75336497_1 7SLRNA srpRNA
chr16:75340163:75340298 L3 LINE/CR1
chr16:75340163:75340298_1 L3 LINE/CR1
chr16:75347873:75348008 AluSx SINE/Alu
chr16:75347873:75348008_1 AluSx SINE/Alu
chr16:75355028:75355163 7SLRNA srpRNA
chr16:75355028:75355163_1 7SLRNA srpRNA
chr16:75355909:75356044 AluY SINE/Alu
chr16:75355909:75356044_1 AluY SINE/Alu
chr16:75361927:75362062 (T)n Simple_repeat
chr16:75361927:75362062_1 (T)n Simple_repeat
chr16:75362719:75362854 AluSx SINE/Alu
chr16:75362719:75362854_1 AluSx SINE/Alu
chr16:75362840:75362975 AluSx SINE/Alu
chr16:75362840:75362975_1 AluSx SINE/Alu
chr16:75366021:75366156 AluSx SINE/Alu
chr16:75366021:75366156_1 AluSx SINE/Alu
chr16:75371676:75371811 MSTA LTR/ERVL-MaLR
chr16:75371676:75371811_1 MSTA LTR/ERVL-MaLR
chr16:75371852:75371987 L2 LINE/L2
chr16:75371852:75371987_1 L2 LINE/L2
chr16:75381882:75382017 L1MC4a LINE/L1
chr16:75381882:75382017_1 L1MC4a LINE/L1
chr16:75385091:75385226 HAL1M8 LINE/L1
chr16:75385091:75385226_1 HAL1M8 LINE/L1
chr16:75385350:75385485 L1MC5 LINE/L1
chr16:75385350:75385485_1 L1MC5 LINE/L1
chr16:75385667:75385802 AluSx SINE/Alu
chr16:75385667:75385802_1 AluSx SINE/Alu
chr16:75386011:75386146 AluSx SINE/Alu
chr16:75386011:75386146_1 AluSx SINE/Alu
chr16:75386281:75386416 L1MC5 LINE/L1
chr16:75386281:75386416_1 L1MC5 LINE/L1
chr16:75387395:75387530 AluY SINE/Alu
chr16:75387395:75387530_1 AluY SINE/Alu
chr16:75387465:75387600 AluY SINE/Alu
chr16:75387465:75387600_1 AluY SINE/Alu
chr16:75387510:75387645 AluY SINE/Alu
chr16:75387510:75387645_1 AluY SINE/Alu
chr16:75388366:75388501 L1MD3 LINE/L1
chr16:75388366:75388501_1 L1MD3 LINE/L1
chr16:75388663:75388798 L1MD3 LINE/L1
chr16:75388663:75388798_1 L1MD3 LINE/L1
chr16:75388872:75389007 Tigger1 DNA/TcMar-Tigger
chr16:75388872:75389007_1 Tigger1 DNA/TcMar-Tigger
chr16:75389538:75389673 THE1D LTR/ERVL-MaLR
chr16:75389538:75389673_1 THE1D LTR/ERVL-MaLR
chr16:75389641:75389776 THE1D LTR/ERVL-MaLR
chr16:75389641:75389776_1 THE1D LTR/ERVL-MaLR
chr16:75389672:75389807 THE1D LTR/ERVL-MaLR
chr16:75389672:75389807_1 THE1D LTR/ERVL-MaLR
chr16:75389687:75389822 THE1D LTR/ERVL-MaLR
chr16:75389687:75389822_1 THE1D LTR/ERVL-MaLR
chr16:75390248:75390383 Tigger1 DNA/TcMar-Tigger
chr16:75390248:75390383_1 Tigger1 DNA/TcMar-Tigger
chr16:75391117:75391252 AluSx SINE/Alu
chr16:75391117:75391252_1 AluSx SINE/Alu
chr16:75391869:75392004 Tigger1 DNA/TcMar-Tigger
chr16:75391869:75392004_1 Tigger1 DNA/TcMar-Tigger
chr16:75392738:75392873 Charlie1a DNA/hAT-Charlie
chr16:75392738:75392873_1 Charlie1a DNA/hAT-Charlie
chr16:75393063:75393198 Charlie1b DNA/hAT-Charlie
chr16:75393063:75393198_1 Charlie1b DNA/hAT-Charlie
chr16:75394080:75394215 L1MC3 LINE/L1
chr16:75394080:75394215_1 L1MC3 LINE/L1
chr16:75394107:75394242_1 L1MD3 LINE/L1
chr16:75394876:75395011 AluSx SINE/Alu
chr16:75394876:75395011_1 AluSx SINE/Alu
chr16:75395160:75395295 AluSx SINE/Alu
chr16:75395160:75395295_1 AluSx SINE/Alu
chr16:75397219:75397354 AluSx SINE/Alu
chr16:75397219:75397354_1 AluSx SINE/Alu
chr16:75397466:75397601 AluSx SINE/Alu
chr16:75397466:75397601_1 AluSx SINE/Alu
chr16:75397965:75398100 (AACAA)n Simple_repeat
chr16:75397965:75398100_1 (AAAC)n Simple_repeat
chr16:75397985:75398120 (AACAA)n Simple_repeat
chr16:75397985:75398120_1 (AACAA)n Simple_repeat
chr16:75398184:75398319 L1ME4b LINE/L1
chr16:75398184:75398319_1 L1ME4b LINE/L1
chr16:75398506:75398641 Charlie1b DNA/hAT-Charlie
chr16:75398506:75398641_1 Charlie1b DNA/hAT-Charlie
chr16:75398709:75398844 Charlie1b DNA/hAT-Charlie
chr16:75398709:75398844_1 Charlie1b DNA/hAT-Charlie
chr16:75400252:75400387 AluSx SINE/Alu
chr16:75400252:75400387_1 AluSx SINE/Alu
chr16:75400678:75400813 L1ME2 LINE/L1
chr16:75400678:75400813_1 L1ME2 LINE/L1
chr16:75401045:75401180 (A)n Simple_repeat
chr16:75401045:75401180_1 (A)n Simple_repeat
chr16:75401501:75401636 AluSx SINE/Alu
chr16:75401501:75401636_1 AluSx SINE/Alu
chr16:75401612:75401747 AluSx SINE/Alu
chr16:75401612:75401747_1 AluSx SINE/Alu
chr16:75403221:75403356 A-rich Low_complexity
chr16:75403983:75404118 AluSx SINE/Alu
chr16:75403983:75404118_1 AluSx SINE/Alu
chr16:75405811:75405946 MIRb SINE/MIR
chr16:75405811:75405946_1 MIRb SINE/MIR
chr16:75408008:75408143 AluSx SINE/Alu
chr16:75408008:75408143_1 AluSx SINE/Alu
chr16:75409600:75409735 AluSx SINE/Alu
chr16:75409600:75409735_1 AluSx SINE/Alu
chr16:75409729:75409864 L1ME3G LINE/L1
chr16:75409729:75409864_1 L1ME3G LINE/L1
chr16:75410730:75410865 MER66B LTR/ERV1
chr16:75410730:75410865_1 MER66B LTR/ERV1
chr16:75412839:75412974 L1MD LINE/L1
chr16:75412839:75412974_1 L1MD LINE/L1
chr16:75412920:75413055 L1MD LINE/L1
chr16:75412920:75413055_1 L1MD LINE/L1
chr16:75413174:75413309 L1MD LINE/L1
chr16:75413174:75413309_1 L1MD LINE/L1
chr16:75417526:75417661 AluSx SINE/Alu
chr16:75417526:75417661_1 AluSx SINE/Alu
chr16:75419305:75419440 (AAC)n Simple_repeat
chr16:75419305:75419440_1 (AAC)n Simple_repeat
chr16:75419369:75419504_1 A-rich Low_complexity
chr16:75421986:75422121 MIRb SINE/MIR
chr16:75421986:75422121_1 MIRb SINE/MIR
chr16:75424086:75424221 MER31B LTR/ERV1
chr16:75424086:75424221_1 MER31B LTR/ERV1
chr16:75425485:75425620 MER112 DNA/hAT-Charlie
chr16:75425485:75425620_1 MER112 DNA/hAT-Charlie
chr16:75425528:75425663 MER112 DNA/hAT-Charlie
chr16:75425528:75425663 AluSx SINE/Alu
chr16:75425528:75425663_1 MER112 DNA/hAT-Charlie
chr16:75425528:75425663_1 AluSx SINE/Alu
chr16:75425724:75425859 AluY SINE/Alu
chr16:75425724:75425859_1 AluY SINE/Alu
chr16:75425729:75425864 AluY SINE/Alu
chr16:75425729:75425864_1 AluY SINE/Alu
chr16:75425751:75425886 AluSx SINE/Alu
chr16:75425751:75425886_1 AluSx SINE/Alu
chr16:75425792:75425927 AluY SINE/Alu
chr16:75425792:75425927 (AAAT)n Simple_repeat
chr16:75425792:75425927_1 AluY SINE/Alu
chr16:75425792:75425927_1 (AAAT)n Simple_repeat
chr16:75426259:75426394 (AAAAC)n Simple_repeat
chr16:75426259:75426394_1 (AAAAC)n Simple_repeat
chr16:75426461:75426596 AluSx SINE/Alu
chr16:75426461:75426596_1 AluSx SINE/Alu
chr16:75427603:75427738 AluSx SINE/Alu
chr16:75427603:75427738 AluSx SINE/Alu
chr16:75427603:75427738_1 AluSx SINE/Alu
chr16:75427603:75427738_1 AluSx SINE/Alu
chr16:75427782:75427917 AluY SINE/Alu
chr16:75427782:75427917_1 AluY SINE/Alu
chr16:75429223:75429358 AluY SINE/Alu
chr16:75429223:75429358_1 AluY SINE/Alu
chr16:75429265:75429400 AluY SINE/Alu
chr16:75429265:75429400_1 AluY SINE/Alu
chr16:75429279:75429414 AluY SINE/Alu
chr16:75430741:75430876 AluSx SINE/Alu
chr16:75430741:75430876_1 AluSx SINE/Alu
chr16:75431195:75431330 AluSx SINE/Alu
chr16:75431195:75431330_1 AluSx SINE/Alu
chr16:75431227:75431362 AluSx SINE/Alu
chr16:75431227:75431362_1 AluSx SINE/Alu
chr16:75431640:75431775 AluSx SINE/Alu
chr16:75431640:75431775_1 AluSx SINE/Alu
chr16:75431701:75431836 A-rich Low_complexity
chr16:75431701:75431836_1 A-rich Low_complexity
chr16:75432266:75432401 MLT1G3 LTR/ERVL-MaLR
chr16:75432266:75432401_1 MLT1G3 LTR/ERVL-MaLR
chr16:75432322:75432457 MLT1G3 LTR/ERVL-MaLR
chr16:75432322:75432457_1 MLT1G3 LTR/ERVL-MaLR
chr16:75432613:75432748 AluY SINE/Alu
chr16:75432613:75432748_1 AluY SINE/Alu
