statistic	pval	fdr	df.test	df.dna	df.rna.full	df.rna.red	logFC
1514__WILDTYPE_SNP_INDIV	1.40059359184488	0.236624209315078	0.510054190361586	1	24	5	4	0.458529300187678
1134__WILDTYPE_SNP_INDIV	1.96028661360333	0.161482668978196	0.414636344797412	1	26	5	4	-0.459615464356926
4151__WILDTYPE_SNP_INDIV	0.857159680155291	0.354534757435565	0.61908810275053	1	24	5	4	-0.468382319155678
1162__WILDTYPE_SNP_INDIV	4.69600812218005	0.0302327584229926	0.160793151463654	1	26	5	4	-0.26298148872025
4199__WILDTYPE_SNP_INDIV	2.83316058958087	0.0923364757091594	0.308156813182754	1	10	5	4	-1.43323836490122
1324__WILDTYPE_SNP_INDIV	0.569833861077086	0.450324943112049	0.700458239185179	1	17	5	4	-0.70926966126974
3658__WILDTYPE_SNP_INDIV	5.2326370644173	0.0221668999308089	0.133641900462251	1	25	5	4	-0.862298809826302
2874__WILDTYPE_SNP_INDIV	0.0237876035675981	0.877426572084932	0.945815390708803	1	26	5	4	0.0316772167340973
1346__WILDTYPE_SNP_INDIV	0.0782309616347447	0.77970922600718	0.896674952218657	1	26	5	4	0.103014029942134
4448__WILDTYPE_SNP_INDIV	1.00901337642028	0.315139319541857	0.587788232988758	1	23	5	4	-0.683777053290912
2770__WILDTYPE_SNP_INDIV	0.120104957007015	0.728920683086555	0.872868968427679	1	22	5	4	-0.187865012791948
3458__WILDTYPE_SNP_INDIV	0.0454187563236701	0.831235886972048	0.922043096459179	1	26	5	4	-0.0419700337607745
3987__WILDTYPE_SNP_INDIV	0.352209717071901	0.552864920374753	0.771951921116799	1	24	5	4	0.244193266305438
2141__WILDTYPE_SNP_INDIV	0.0408895191308147	0.839751328242757	0.925207172909388	1	26	5	4	0.0693609606751589
3222__WILDTYPE_SNP_INDIV	31.6077641024258	1.88673737447785e-08	3.0181508867064e-06	1	26	5	4	0.722760237914778
4597__WILDTYPE_SNP_INDIV	1.0082009237608	0.315334228081277	0.587788232988758	1	26	5	4	0.213953676445791
97__WILDTYPE_SNP_INDIV	0.110537999620419	0.739532460345692	0.876733270059036	1	26	5	4	-0.102132906674648
2761__WILDTYPE_SNP_INDIV	0.0685548848368853	0.793452603341343	0.902938396881765	1	26	5	4	0.0645852786777586
1011__WILDTYPE_SNP_INDIV	0.141365529500945	0.706927247425675	0.861300454241168	1	26	5	4	-0.0699390427208769
4359__WILDTYPE_SNP_INDIV	2.54693050990363	0.110508763909942	0.336929877617969	1	26	5	4	-0.561224726970646
4707__WILDTYPE_SNP_INDIV	5.60591955713028	0.0178998983303879	0.119307794566016	1	19	5	4	1.27557052947229
2003__WILDTYPE_SNP_INDIV	0.476056693071314	0.490213922894204	0.730601433530834	1	26	5	4	-0.128843821373272
2951__WILDTYPE_SNP_INDIV	2.02555466761851	0.154672440551668	0.404949832082628	1	26	5	4	0.250153936675117
4535__WILDTYPE_SNP_INDIV	0.154059269983691	0.694685969379047	0.854637927359692	1	26	5	4	-0.142243432685672
4320__WILDTYPE_SNP_INDIV	0.127003764940127	0.721559093225655	0.869625271369211	1	26	5	4	0.111581774653203
2267__WILDTYPE_SNP_INDIV	1.99148808795962	0.158185373619788	0.409235368194805	1	26	5	4	0.350797827801685
1952__WILDTYPE_SNP_INDIV	9.2540788617423	0.00234971492388838	0.0336553134832315	1	25	5	4	1.12127496167924
2349__WILDTYPE_SNP_INDIV	0.159329166354837	0.689774889253813	0.850802760541739	1	26	5	4	-0.179851684537429
3792__WILDTYPE_SNP_INDIV	0.014500150971628	0.904153163839916	0.956998463446792	1	16	5	4	0.111291876323857
1773__WILDTYPE_SNP_INDIV	0.796707155286185	0.3720797030696	0.635130334157727	1	26	5	4	0.136519057513861
3789__WILDTYPE_SNP_INDIV	0.0767617857304685	0.781734669765024	0.897928358114493	1	26	5	4	0.0619653817420055
2764__WILDTYPE_SNP_INDIV	2.52886645433273	0.111780490867306	0.338018006094646	1	24	5	4	0.675701674846508
2929__WILDTYPE_SNP_INDIV	4.90078111910361	0.0268445502789538	0.149642737820634	1	20	5	4	1.44602988172833
3574__WILDTYPE_SNP_INDIV	0.823034244975361	0.364294514971244	0.627590036150243	1	26	5	4	0.419871522695254
1987__WILDTYPE_SNP_INDIV	9.69991026304433	0.00184277010417291	0.0288060382082273	1	26	5	4	0.372652454900109
4319__WILDTYPE_SNP_INDIV	0.492926941308724	0.482624560092971	0.724238669132635	1	26	5	4	-0.260557155205707
814__WILDTYPE_SNP_INDIV	2.00118352539084	0.157176438976157	0.408165438661569	1	23	5	4	0.828386474897539
3840__WILDTYPE_SNP_INDIV	2.08122016082939	0.149120933265161	0.396471666891694	1	22	5	4	-0.500569941839326
938__WILDTYPE_SNP_INDIV	0.156005454514343	0.692861147719841	0.85279319002501	1	26	5	4	0.110320817629192
2220__WILDTYPE_SNP_INDIV	1.66508323012758	0.196918391578694	0.462334325433538	1	11	5	4	-1.67561406593206
4184__WILDTYPE_SNP_INDIV	1.52092373296432	0.21747975842138	0.490223278846502	1	22	5	4	0.739690183222963
2755__WILDTYPE_SNP_INDIV	0.119270190727093	0.729827378296027	0.872868968427679	1	26	5	4	-0.0876615137747781
2011__WILDTYPE_SNP_INDIV	0.837562141744883	0.360094931549467	0.624086520948317	1	10	5	4	1.31623081210959
2448__WILDTYPE_SNP_INDIV	3.06660901942951	0.0799160093970797	0.283253692742596	1	26	5	4	-0.741627737908593
1030__WILDTYPE_SNP_INDIV	1.07889889776061	0.298944010702171	0.572478973407709	1	26	5	4	-0.283633461085382
4114__WILDTYPE_SNP_INDIV	0.659050765588063	0.416895258839045	0.674517777000394	1	19	5	4	0.516672720879762
973__WILDTYPE_SNP_INDIV	3.4264176175169	0.0641611357280759	0.24891616035492	1	24	5	4	-0.841384318602964
4228__WILDTYPE_SNP_INDIV	4.52384785196676	0.0334255749687096	0.169386836615457	1	19	5	4	1.74212595215077
2803__WILDTYPE_SNP_INDIV	0.0724351088126696	0.787823709612457	0.899720605450721	1	26	5	4	0.0876918632005302
2137__WILDTYPE_SNP_INDIV	0.727843222747197	0.393583178478501	0.653792202671626	1	26	5	4	0.267768073179192
552__WILDTYPE_SNP_INDIV	0.00230912161896413	0.961673747975751	0.982054774831938	1	25	5	4	0.0154402514673249
4321__WILDTYPE_SNP_INDIV	0.0504386316561067	0.822301772322281	0.917727024505727	1	26	5	4	-0.0597500816497627
939__WILDTYPE_SNP_INDIV	1.95664687134968	0.16187238397115	0.415192715487732	1	26	5	4	0.346848046196107
1864__WILDTYPE_SNP_INDIV	1.24586257325336	0.264344177131655	0.536524649567758	1	26	5	4	0.256783833160902
2225__WILDTYPE_SNP_INDIV	5.39545574259546	0.0201892523501482	0.127316980326362	1	26	5	4	0.366536608949773
2284__WILDTYPE_SNP_INDIV	2.86439896579088	0.0905595324723163	0.30476521482093	1	20	5	4	1.05826623241285
4598__WILDTYPE_SNP_INDIV	0.0659542151347523	0.797321182836754	0.904145641879391	1	26	5	4	-0.081689710515675
3620__WILDTYPE_SNP_INDIV	14.2080666650909	0.00016366738894309	0.00595030151165069	1	26	5	4	1.25156936235486
4210__WILDTYPE_SNP_INDIV	0.118665519322974	0.730486372385352	0.872868968427679	1	14	5	4	-0.308343968518089
3541__WILDTYPE_SNP_INDIV	0.269958883045092	0.603359355220242	0.803513140960455	1	26	5	4	0.175827858368155
1882__WILDTYPE_SNP_INDIV	0.881160495900531	0.347884025888289	0.613559514971665	1	26	5	4	-0.168661997314081
3662__WILDTYPE_SNP_INDIV	2.75723922574662	0.0968151804175041	0.316372384758645	1	26	5	4	-0.529810129619548
3826__WILDTYPE_SNP_INDIV	2.31004203043813	0.128540574245592	0.365009595150648	1	25	5	4	-0.746250859065521
4005__WILDTYPE_SNP_INDIV	0.00467676456969457	0.945477670199512	0.976780070205341	1	26	5	4	-0.0160848784846245
3725__WILDTYPE_SNP_INDIV	0.00826250048658039	0.927573402999921	0.968291315583969	1	24	5	4	0.0459499230897061
2978__WILDTYPE_SNP_INDIV	0.0808017391692033	0.776213844732155	0.894392480272515	1	18	5	4	-0.209609716060471
3830__WILDTYPE_SNP_INDIV	0.10746016692292	0.743054436841601	0.877656471179632	1	26	5	4	0.0571753202810469
3688__WILDTYPE_SNP_INDIV	6.25150228773555	0.0124088022186784	0.0951275428872804	1	26	5	4	0.914546006813093
682__WILDTYPE_SNP_INDIV	0.869070429556359	0.351212781608553	0.616094873788037	1	26	5	4	-0.267064538637729
3602__WILDTYPE_SNP_INDIV	0.078892730496591	0.778803593335905	0.896062921222491	1	23	5	4	0.222076655344279
2466__WILDTYPE_SNP_INDIV	0.259472344452206	0.610482893111709	0.808126677512242	1	22	5	4	-0.20066998721077
4192__WILDTYPE_SNP_INDIV	3.0199908296978	0.0822439312043711	0.286853748699194	1	13	5	4	-1.8566916347233
3071__WILDTYPE_SNP_INDIV	0.120095134070652	0.728931331880338	0.872868968427679	1	26	5	4	-0.123648436130368
4405__WILDTYPE_SNP_INDIV	1.71669781609444	0.190118664031825	0.452964532719575	1	26	5	4	0.427735516064594
2319__WILDTYPE_SNP_INDIV	0.239807738049649	0.624345010955587	0.816781889102933	1	26	5	4	-0.208110184945977
2262__WILDTYPE_SNP_INDIV	3.52479420179952	0.0604573303550905	0.239979097083606	1	22	5	4	-1.01082186295981
3085__WILDTYPE_SNP_INDIV	3.16976371488181	0.0750132979324116	0.273340027925318	1	26	5	4	0.349283877991382
721__WILDTYPE_SNP_INDIV	2.65108445191618	0.103479281482075	0.327139046002951	1	26	5	4	0.263849911423679
2776__WILDTYPE_SNP_INDIV	3.78352096834817	0.051759635570574	0.216560149174529	1	11	5	4	-2.11529217925115
4408__WILDTYPE_SNP_INDIV	0.645663800313741	0.421667263647908	0.677121393190273	1	26	5	4	0.0917114225501795
3489__WILDTYPE_SNP_INDIV	6.2596519776871	0.0123518466010901	0.0951275428872804	1	26	5	4	0.355789045476595
3249__WILDTYPE_SNP_INDIV	0.198651667019703	0.655811389750422	0.833877121102966	1	22	5	4	-0.26623712200106
2288__WILDTYPE_SNP_INDIV	0.41447483952652	0.519706947273496	0.751208441125491	1	26	5	4	0.28244633966019
789__WILDTYPE_SNP_INDIV	0.00454512023054576	0.946249332441057	0.976780070205341	1	20	5	4	0.0277321331760486
600__WILDTYPE_SNP_INDIV	2.68399805787385	0.101360962408768	0.324720466354924	1	26	5	4	0.334359307631721
1229__WILDTYPE_SNP_INDIV	0.00508079714597898	0.943175142729742	0.975674774693879	1	21	5	4	0.0385889205066071
655__WILDTYPE_SNP_INDIV	9.76616629333739	0.00177752717930021	0.028333928532991	1	26	5	4	1.52327700064288
1360__WILDTYPE_SNP_INDIV	9.18710307451011	0.00243726328817848	0.0341353039476006	1	26	5	4	-0.504841898331975
3456__WILDTYPE_SNP_INDIV	5.90465222260787	0.0151009468799257	0.107643408094017	1	24	5	4	1.11017757409075
4439__WILDTYPE_SNP_INDIV	0.0426904989953982	0.836309144628688	0.924331548842255	1	26	5	4	-0.0308468329399683
1439__WILDTYPE_SNP_INDIV	3.08418978739155	0.0790566290835904	0.28157783543283	1	26	5	4	0.347336839675231
535__WILDTYPE_SNP_INDIV	0.0119573433623827	0.912925177062098	0.961104618499828	1	26	5	4	0.0535550488500388
179__WILDTYPE_SNP_INDIV	5.62323599400247	0.0177238945709404	0.118960797267053	1	26	5	4	0.903903964219619
1026__WILDTYPE_SNP_INDIV	0.0033529347174408	0.953824673915273	0.979123980774202	1	25	5	4	-0.0206574628160385
2229__WILDTYPE_SNP_INDIV	7.64122901885321	0.00570490336442368	0.0597769241176184	1	26	5	4	1.02986363543788
2275__WILDTYPE_SNP_INDIV	0.0454487829524624	0.831180950414335	0.922043096459179	1	26	5	4	-0.0567119438592608
3310__WILDTYPE_SNP_INDIV	0.574633446071857	0.448423560495028	0.699544645315813	1	26	5	4	0.353607011143863
1480__WILDTYPE_SNP_INDIV	0.0743880388452567	0.785051771981017	0.899020765114168	1	14	5	4	-0.233951137890616
805__WILDTYPE_SNP_INDIV	1.18917816089652	0.275495393660663	0.548817930335211	1	26	5	4	0.336021237018788
2560__WILDTYPE_SNP_INDIV	8.7560989296594	0.00308568380809032	0.0404595535383209	1	19	5	4	1.16011397726049
1995__WILDTYPE_SNP_INDIV	1.15921425775082	0.281628556066817	0.554362362823894	1	25	5	4	0.388251258587688
79__WILDTYPE_SNP_INDIV	0.181972945535563	0.669683176287967	0.839951424547667	1	26	5	4	-0.160250353386495
1370__WILDTYPE_SNP_INDIV	2.61692666772251	0.105729040187662	0.331196908525188	1	26	5	4	0.201358289405931
1804__WILDTYPE_SNP_INDIV	8.17015960139634	0.00425851595204685	0.0502128207711864	1	26	5	4	0.705656970993767
2336__WILDTYPE_SNP_INDIV	11.8915076773093	0.000563904579939068	0.0135308903956379	1	22	5	4	1.87634504663817
4208__WILDTYPE_SNP_INDIV	9.79720917023155	0.00174776916035091	0.0282153992753905	1	25	5	4	-1.1725810195031
160__WILDTYPE_SNP_INDIV	9.87095497125893	0.00167908334952492	0.0275014368408536	1	26	5	4	0.893279682234058
2416__WILDTYPE_SNP_INDIV	0.321571283741378	0.570664887637484	0.782946893175418	1	26	5	4	-0.165479207635315
773__WILDTYPE_SNP_INDIV	4.58192169480549	0.0323109594081874	0.166373706223059	1	20	5	4	1.39158766897769
3399__WILDTYPE_SNP_INDIV	1.08762619370691	0.296997766669463	0.570801875148879	1	26	5	4	0.157046284071316
2148__WILDTYPE_SNP_INDIV	0.631589067799496	0.426773031886341	0.683377971312163	1	26	5	4	0.220161124741256
3245__WILDTYPE_SNP_INDIV	0.00230664531568436	0.961694288230508	0.982054774831938	1	26	5	4	-0.013963852612167
3478__WILDTYPE_SNP_INDIV	3.77943627925879	0.0518861385422538	0.216900330021146	1	26	5	4	0.626538115696489
3652__WILDTYPE_SNP_INDIV	2.55805914252824	0.109733225191574	0.336425516531276	1	26	5	4	0.365934533125555
351__WILDTYPE_SNP_INDIV	0.796804306033209	0.372050550267531	0.635130334157727	1	20	5	4	-0.532897547616732
384__WILDTYPE_SNP_INDIV	0.567736157688614	0.451159911923607	0.700458239185179	1	26	5	4	0.199825297216947
1121__WILDTYPE_SNP_INDIV	0.0280156186115619	0.867072108602629	0.940782059503509	1	26	5	4	-0.0510963334348036
3009__WILDTYPE_SNP_INDIV	-7.89168004157214	1	1	1	6	5	4	0.661861860499672
270__WILDTYPE_SNP_INDIV	0.799204140867005	0.371331424877715	0.634983757641152	1	26	5	4	0.249776253607731
2995__WILDTYPE_SNP_INDIV	8.45794431757997	0.00363452404863593	0.0454220857015724	1	20	5	4	1.36729126140918
349__WILDTYPE_SNP_INDIV	0.220779245400081	0.638446812885275	0.824517291452216	1	26	5	4	-0.124377220404237
706__WILDTYPE_SNP_INDIV	3.84815856221485	0.0498006384064096	0.212438456633209	1	26	5	4	-0.388683572696853
57__WILDTYPE_SNP_INDIV	4.03073317014196	0.0446785204545479	0.201638547326025	1	26	5	4	0.595948682745906
4085__WILDTYPE_SNP_INDIV	1.12950553157111	0.287880834459067	0.562058634893843	1	26	5	4	-0.328182050123219
1493__WILDTYPE_SNP_INDIV	0.000680958806015042	0.97918141564671	0.988281045781355	1	26	5	4	0.00817085358281376
467__WILDTYPE_SNP_INDIV	0.083631472391744	0.772435168560305	0.893448149896579	1	26	5	4	0.115263662989552
4157__WILDTYPE_SNP_INDIV	2.55736107868665	0.109781695954986	0.336425516531276	1	22	5	4	1.37222905301844
2134__WILDTYPE_SNP_INDIV	4.65405604027819	0.0309802622649367	0.162869752546666	1	26	5	4	0.417460817720428
337__WILDTYPE_SNP_INDIV	3.1436898614636	0.0762211902670024	0.275856328877334	1	25	5	4	0.60513716871674
2940__WILDTYPE_SNP_INDIV	1.30507171131876	0.25328889119339	0.523327372022261	1	26	5	4	-0.522313199284005
1658__WILDTYPE_SNP_INDIV	4.06647556108419	0.0437424524059847	0.198599838312508	1	26	5	4	0.217084953755222
4__WILDTYPE_SNP_INDIV	0.0755058655256562	0.783482724086022	0.898645696197136	1	26	5	4	-0.0805390322117561
1098__WILDTYPE_SNP_INDIV	2.91658784218737	0.0876730785744906	0.298823227328821	1	23	5	4	1.00388552238575
844__WILDTYPE_SNP_INDIV	7.01732102176561	0.00807249202689663	0.0744997869943787	1	24	5	4	1.22966823018463
2165__WILDTYPE_SNP_INDIV	2.16925340802391	0.140794573592051	0.382986818621402	1	26	5	4	0.440981427397305
1443__WILDTYPE_SNP_INDIV	0.0920582850574192	0.761576600800976	0.886443392491846	1	26	5	4	0.0946672040180447
2934__WILDTYPE_SNP_INDIV	6.15198504962734	0.0131264687497512	0.0994602213865701	1	24	5	4	1.10460151625112
1447__WILDTYPE_SNP_INDIV	7.73366568611937	0.00542006009791617	0.0574191355626925	1	26	5	4	0.583980135363278
3490__WILDTYPE_SNP_INDIV	2.38466802244329	0.122530919754466	0.356811822755875	1	26	5	4	0.452781014490204
2867__WILDTYPE_SNP_INDIV	0.411158108036034	0.521382280025047	0.752515356944421	1	26	5	4	0.0956031142743414
3535__WILDTYPE_SNP_INDIV	0.206227427960584	0.649740514718623	0.831804632304774	1	26	5	4	0.2052692674739
617__WILDTYPE_SNP_INDIV	5.80533586848446	0.0159776157222308	0.110326011296382	1	26	5	4	-0.782215119354152
3796__WILDTYPE_SNP_INDIV	1.2345838609736	0.266517434853366	0.539613934217608	1	16	5	4	0.800150301638318
4345__WILDTYPE_SNP_INDIV	2.26565878429199	0.132269954976315	0.371423940275796	1	24	5	4	-0.617031562717804
451__WILDTYPE_SNP_INDIV	0.0263251077658424	0.871108877235468	0.942099746098499	1	26	5	4	0.043408366690427
2128__WILDTYPE_SNP_INDIV	0.136556781480067	0.711728319336006	0.864475527986	1	26	5	4	0.10217691328298
3860__WILDTYPE_SNP_INDIV	0.00756361573303366	0.930696113045688	0.969587356336952	1	25	5	4	-0.0448980311850454
3647__WILDTYPE_SNP_INDIV	1.03871204028053	0.3081212065437	0.582154988268983	1	18	5	4	-0.548260468803809
1056__WILDTYPE_SNP_INDIV	4.72481705452543	0.029730345832633	0.159592762472937	1	19	5	4	1.18703420056468
778__WILDTYPE_SNP_INDIV	0.245714801680265	0.620108712308011	0.814625783960164	1	24	5	4	0.278895350043416
2760__WILDTYPE_SNP_INDIV	2.77828549441165	0.0955504060572488	0.314345411153406	1	26	5	4	0.228490640776069
4026__WILDTYPE_SNP_INDIV	1.387393339136	0.238845795896858	0.510054190361586	1	26	5	4	-0.238232048974276
203__WILDTYPE_SNP_INDIV	0.12704865701221	0.721511935846978	0.869625271369211	1	24	5	4	0.140233602516386
1547__WILDTYPE_SNP_INDIV	2.30205504158675	0.129202954757938	0.366024191194419	1	25	5	4	0.428403226464864
2340__WILDTYPE_SNP_INDIV	8.87227399997846	0.00289534257073586	0.038812148036205	1	26	5	4	0.712695594803973
4444__WILDTYPE_SNP_INDIV	0.010136352619952	0.919804921180741	0.964782479450694	1	20	5	4	0.0447718187090738
1903__WILDTYPE_SNP_INDIV	6.9171318467379	0.00853737983570549	0.0767245053025293	1	26	5	4	0.455123346119871
2772__WILDTYPE_SNP_INDIV	0.903387542482847	0.341875007578609	0.608853327010121	1	17	5	4	-0.516839950284804
3226__WILDTYPE_SNP_INDIV	0.799872891599307	0.371131375559679	0.634983757641152	1	22	5	4	0.371420447008265
2328__WILDTYPE_SNP_INDIV	10.7225279479575	0.00105838974352465	0.0206472047933935	1	8	5	4	-2.83871656166927
2909__WILDTYPE_SNP_INDIV	0.497187662973374	0.4807384519641	0.722265832402268	1	26	5	4	0.197327358797277
1440__WILDTYPE_SNP_INDIV	3.48107677663484	0.0620743358333697	0.243776381067382	1	25	5	4	-0.720061053766173
4080__WILDTYPE_SNP_INDIV	0.654117205845637	0.418644505788827	0.675457528323203	1	18	5	4	0.579548677912655
352__WILDTYPE_SNP_INDIV	4.25112271763055	0.0392243910751561	0.185962200374355	1	26	5	4	-0.742058445948558
4558__WILDTYPE_SNP_INDIV	4.87369596417011	0.0272690372355553	0.150882244260655	1	26	5	4	0.245192257610453
557__WILDTYPE_SNP_INDIV	5.65333125870177	0.017422244815005	0.117428866386529	1	25	5	4	-1.02553944802661
520__WILDTYPE_SNP_INDIV	0.532343838046586	0.465623124813259	0.710855065815868	1	21	5	4	-0.443754079233803
12__WILDTYPE_SNP_INDIV	3.43387533851956	0.0638720587649818	0.24799515373232	1	25	5	4	-0.969676454222537
4386__WILDTYPE_SNP_INDIV	3.52779575995783	0.0603479668661296	0.239819641468688	1	26	5	4	0.511859026255695
4317__WILDTYPE_SNP_INDIV	1.48986804910055	0.222236933897926	0.494834086304606	1	26	5	4	-0.244427885543485
3999__WILDTYPE_SNP_INDIV	1.03199887402593	0.309689651628407	0.583912374078128	1	26	5	4	-0.651530340937544
3585__WILDTYPE_SNP_INDIV	4.35063796251984	0.0369950854952012	0.180243061209615	1	26	5	4	0.591053285592502
2818__WILDTYPE_SNP_INDIV	0.669025539544919	0.413391554687803	0.670678184904248	1	26	5	4	0.265740725716207
3689__WILDTYPE_SNP_INDIV	1.76228547297205	0.184339701405976	0.443431692755529	1	26	5	4	-0.27752403070226
1343__WILDTYPE_SNP_INDIV	5.78630017541354	0.0161515470642227	0.111047671004592	1	26	5	4	0.373222632472982
3122__WILDTYPE_SNP_INDIV	2.3349961134561	0.126495306176943	0.361896849819165	1	26	5	4	0.451083828314879
423__WILDTYPE_SNP_INDIV	2.88670238069994	0.0893135622763958	0.302054817029192	1	26	5	4	0.650698471995957
1173__WILDTYPE_SNP_INDIV	19.5900961989724	9.59653663558327e-06	0.000657911133059488	1	21	5	4	-2.30780508533796
108__WILDTYPE_SNP_INDIV	0.0716708207758074	0.788919422324783	0.899720605450721	1	26	5	4	0.0757379286436089
2162__WILDTYPE_SNP_INDIV	3.09324308147643	0.0786179750268387	0.280929011283543	1	26	5	4	0.282989350093107
1268__WILDTYPE_SNP_INDIV	5.01264508300028	0.0251628322976884	0.143929001426229	1	26	5	4	0.408595319630584
3734__WILDTYPE_SNP_INDIV	0.600528880594084	0.438376305301119	0.692354675442771	1	24	5	4	0.377345314916178
1975__WILDTYPE_SNP_INDIV	0.000678441992931766	0.979219915126139	0.988281045781355	1	26	5	4	-0.00498313899725229
1088__WILDTYPE_SNP_INDIV	0.162637181029822	0.686740043700134	0.8490428161325	1	25	5	4	0.123673334518965
784__WILDTYPE_SNP_INDIV	0.114224096008456	0.735385377243411	0.875411527767487	1	22	5	4	-0.174942836482022
2213__WILDTYPE_SNP_INDIV	0.203978875705616	0.651528200463263	0.832116900779255	1	25	5	4	0.142377616394862
401__WILDTYPE_SNP_INDIV	0.0229256859799989	0.879650483709928	0.946836860993334	1	21	5	4	-0.0754103382097317
2286__WILDTYPE_SNP_INDIV	2.69413115950329	0.100718378437883	0.323496816535828	1	25	5	4	0.628795854759984
3476__WILDTYPE_SNP_INDIV	6.42643619303658	0.0112433955530984	0.0897787941086841	1	20	5	4	-1.37383800002001
932__WILDTYPE_SNP_INDIV	3.79359251385267	0.0514491113784333	0.216235095330856	1	26	5	4	-0.813446521624937
2371__WILDTYPE_SNP_INDIV	0.153632488463245	0.695087913467611	0.854876190858808	1	26	5	4	0.0732469297555106
276__WILDTYPE_SNP_INDIV	2.70241556868723	0.100196334945532	0.322956941037147	1	25	5	4	0.592503038535691
399__WILDTYPE_SNP_INDIV	0.022760650896771	0.88008115761633	0.946957313457163	1	19	5	4	0.0777870431839592
1897__WILDTYPE_SNP_INDIV	0.10819750417204	0.742205657636183	0.877517849469338	1	26	5	4	0.0523555015670795
1651__WILDTYPE_SNP_INDIV	0.00207968092126976	0.963626264544854	0.983425949435824	1	25	5	4	-0.0240865189830016
449__WILDTYPE_SNP_INDIV	1.10022805706603	0.294216060765074	0.568728402074251	1	26	5	4	0.360366963307993
