statistic	pval	fdr	df.test	df.dna	df.rna.full	df.rna.red	logFC
2066__WILDTYPE_SNP_INDIV	0.725197620584368	0.394444269544464	0.531760558085647	1	22	5	4	0.146511840452807
4276__WILDTYPE_SNP_INDIV	12.2471217081786	0.000465976384209878	0.00225526938823029	1	21	5	4	-0.57062204010537
577__WILDTYPE_SNP_INDIV	0.030978887505114	0.860287498033574	0.9113809222125	1	11	5	4	0.0732278697503384
2620__WILDTYPE_SNP_INDIV	3.36419805439846	0.0666280161799525	0.136087652257056	1	26	5	4	0.209833283768584
227__WILDTYPE_SNP_INDIV	0.173218113189705	0.6772674630757	0.774306594098573	1	26	5	4	-0.0448656503340355
1496__WILDTYPE_SNP_INDIV	0.0269598842880896	0.86957790975684	0.91682669673123	1	23	5	4	-0.0285420261218384
1837__WILDTYPE_SNP_INDIV	4.43544306659896	0.0352000822795119	0.0818836376744114	1	25	5	4	0.228068736373162
1514__WILDTYPE_SNP_INDIV	32.3807171047577	1.267378838424e-08	2.57005177108259e-07	1	24	5	4	-0.807340720433542
1134__WILDTYPE_SNP_INDIV	4.93771464220117	0.0262767575988344	0.0642023879105228	1	26	5	4	-0.256991455791653
4151__WILDTYPE_SNP_INDIV	1.31003242909162	0.252388783980879	0.382324942378499	1	24	5	4	-0.210177413064412
1162__WILDTYPE_SNP_INDIV	33.1524634216571	8.52083558459418e-09	1.8363738035677e-07	1	26	5	4	-0.383467890386489
4199__WILDTYPE_SNP_INDIV	0.625034831855942	0.429182441066733	0.564028113690653	1	10	5	4	-0.230206852916881
1324__WILDTYPE_SNP_INDIV	1.02439388990445	0.311479028614205	0.447123121720391	1	17	5	4	-0.248066062736308
3658__WILDTYPE_SNP_INDIV	1.75722399173242	0.184971147238668	0.300226725305315	1	25	5	4	-0.218998198403687
2874__WILDTYPE_SNP_INDIV	0.0182938979637584	0.892410312718117	0.931707881179345	1	26	5	4	-0.0138731750179819
1346__WILDTYPE_SNP_INDIV	13.0658887664044	0.000300722475651267	0.00156245645187026	1	26	5	4	0.44578298992418
4448__WILDTYPE_SNP_INDIV	12.0403794452759	0.000520603729898724	0.00247724903553789	1	23	5	4	-0.602661418837216
2770__WILDTYPE_SNP_INDIV	6.24234852716631	0.0124730967992046	0.0349741559025539	1	22	5	4	-0.397064443395599
3458__WILDTYPE_SNP_INDIV	1.03276494207421	0.309510145882628	0.445094482678608	1	26	5	4	0.086400822876887
3987__WILDTYPE_SNP_INDIV	8.69869666975023	0.00318437655278933	0.0113095264566575	1	24	5	4	0.410361276603397
2141__WILDTYPE_SNP_INDIV	7.10051154589291	0.00770619551852351	0.0236474487035334	1	26	5	4	-0.401239747054109
3222__WILDTYPE_SNP_INDIV	36.4836046986497	1.53955804086418e-09	4.08790936154324e-08	1	26	5	4	0.427173773814047
4597__WILDTYPE_SNP_INDIV	53.7644295994896	2.26028048896829e-13	1.29320333690257e-11	1	26	5	4	0.656667958614356
97__WILDTYPE_SNP_INDIV	18.3361478344505	1.85160343073658e-05	0.000145405328237255	1	26	5	4	-0.399073870449397
2761__WILDTYPE_SNP_INDIV	0.146073478553262	0.702316283417017	0.794195778376984	1	26	5	4	-0.041965608626833
1011__WILDTYPE_SNP_INDIV	0.581139076445652	0.445866185393765	0.580241778229741	1	26	5	4	-0.0690442282831367
4359__WILDTYPE_SNP_INDIV	28.050314601478	1.18201893971587e-07	1.85646504061257e-06	1	26	5	4	0.702890005656522
4707__WILDTYPE_SNP_INDIV	4.0404283670714	0.0444225445044507	0.0987030739197365	1	19	5	4	-0.292871145784014
2003__WILDTYPE_SNP_INDIV	3.3258767499774	0.0681976437356979	0.138939328441613	1	26	5	4	-0.182903675597604
2951__WILDTYPE_SNP_INDIV	2.31915386848323	0.127789521172308	0.22721288892124	1	26	5	4	-0.104645805122326
4535__WILDTYPE_SNP_INDIV	2.08128499164741	0.149114600535942	0.256127508997762	1	26	5	4	-0.174933958128043
4320__WILDTYPE_SNP_INDIV	0.0852264673835634	0.770335768263028	0.844873049354659	1	26	5	4	-0.0270508784207393
2267__WILDTYPE_SNP_INDIV	3.92342518970872	0.0476177693694479	0.1044504790459	1	26	5	4	0.203111094503854
1952__WILDTYPE_SNP_INDIV	9.76397660983957	0.00177964551800753	0.00693109915684295	1	25	5	4	0.412398814610011
2349__WILDTYPE_SNP_INDIV	0.0735748400584271	0.786201201265214	0.856410465385453	1	26	5	4	0.0389929631501718
3792__WILDTYPE_SNP_INDIV	3.02412875106097	0.0820343709188991	0.160724495163567	1	16	5	4	0.350479437064041
1773__WILDTYPE_SNP_INDIV	0.00217138591642652	0.962833520772819	0.976240063467125	1	26	5	4	0.00387823299507052
3789__WILDTYPE_SNP_INDIV	0.00715203267645848	0.932603495606163	0.95424577387337	1	26	5	4	-0.00841547251427175
2764__WILDTYPE_SNP_INDIV	4.82379268413024	0.0280695171037725	0.0679950096777877	1	24	5	4	0.311241523913238
2929__WILDTYPE_SNP_INDIV	1.95776438771543	0.161752615103625	0.272765988837903	1	20	5	4	0.259105063175163
3574__WILDTYPE_SNP_INDIV	0.219506549660991	0.639416160222041	0.745237301659221	1	26	5	4	0.072511947406065
1987__WILDTYPE_SNP_INDIV	2.38522368205031	0.122487359017029	0.220096396231871	1	26	5	4	0.137649497163582
4319__WILDTYPE_SNP_INDIV	1.09756022910756	0.294802156141831	0.429339140126558	1	26	5	4	-0.160265066484463
814__WILDTYPE_SNP_INDIV	8.36665810389331	0.00382167761743298	0.0132136565679014	1	23	5	4	0.569402014551971
3840__WILDTYPE_SNP_INDIV	2.72656180441481	0.0986915397014192	0.186004525413734	1	22	5	4	-0.279382690179817
938__WILDTYPE_SNP_INDIV	0.210126610281804	0.646668186276382	0.751185036426242	1	26	5	4	-0.0474055543022911
2220__WILDTYPE_SNP_INDIV	4.57551142936029	0.0324320635021024	0.0763686904415013	1	11	5	4	0.622982011383225
4184__WILDTYPE_SNP_INDIV	4.94496696185445	0.0261667389159602	0.0640022931940048	1	22	5	4	-0.442204446923939
2755__WILDTYPE_SNP_INDIV	5.02252319765739	0.0250196850789694	0.0616007205376675	1	26	5	4	0.255970932511048
2011__WILDTYPE_SNP_INDIV	0.0923954747723883	0.761153611865405	0.838822347770038	1	10	5	4	0.10596081979219
2448__WILDTYPE_SNP_INDIV	0.228944034363394	0.632307918834814	0.739461359574009	1	26	5	4	-0.0724337209312687
1030__WILDTYPE_SNP_INDIV	1.58356145476182	0.208248439639308	0.328791721716989	1	26	5	4	-0.150165525399903
4114__WILDTYPE_SNP_INDIV	0.0103299581085139	0.919045284833281	0.947839407491148	1	19	5	4	-0.0172335794669317
973__WILDTYPE_SNP_INDIV	0.356007011574889	0.550732245788226	0.67638822542978	1	24	5	4	-0.10935282589117
4228__WILDTYPE_SNP_INDIV	0.234348084018848	0.628318365316134	0.737051028486537	1	19	5	4	-0.0900835746900508
2803__WILDTYPE_SNP_INDIV	2.90698567846357	0.0881965750703821	0.170161677955944	1	26	5	4	0.186265373987213
2137__WILDTYPE_SNP_INDIV	4.79043538348424	0.0286181918670961	0.0689764443898013	1	26	5	4	-0.231072970160618
552__WILDTYPE_SNP_INDIV	5.23035837058842	0.0221959587365416	0.056262540974588	1	25	5	4	0.250433936853967
4321__WILDTYPE_SNP_INDIV	2.78547403004177	0.0951225434873353	0.180695234782662	1	26	5	4	-0.192035002803547
939__WILDTYPE_SNP_INDIV	3.72954193649775	0.0534580520818447	0.11444071194002	1	26	5	4	0.239095329408642
1864__WILDTYPE_SNP_INDIV	4.84980561389875	0.0276492480261849	0.0671122656635578	1	26	5	4	0.243634684062451
2225__WILDTYPE_SNP_INDIV	3.9060234360536	0.0481133145365874	0.105393158460729	1	26	5	4	-0.119611838529228
2284__WILDTYPE_SNP_INDIV	2.10061407282274	0.147239994352703	0.253330374117484	1	20	5	4	-0.336148199190894
4598__WILDTYPE_SNP_INDIV	16.7283242187923	4.31322212206285e-05	0.000301298626724332	1	26	5	4	-0.491809484416075
3620__WILDTYPE_SNP_INDIV	4.41836510065514	0.0355540863555754	0.082507454864749	1	26	5	4	0.257988804804159
4210__WILDTYPE_SNP_INDIV	1.30245099043884	0.253766006925306	0.383642475395728	1	14	5	4	-0.304054339180353
3541__WILDTYPE_SNP_INDIV	4.52296502105628	0.0334428257817675	0.0784030344913047	1	26	5	4	-0.278627043041982
1882__WILDTYPE_SNP_INDIV	12.8305427079295	0.000341006831917586	0.00173426331660944	1	26	5	4	-0.265683674643004
3662__WILDTYPE_SNP_INDIV	6.78682398232831	0.00918331474990522	0.0272270269512921	1	26	5	4	-0.28318290793937
3826__WILDTYPE_SNP_INDIV	1.89058747822128	0.16913567482583	0.281577729330209	1	25	5	4	-0.153911367230499
4005__WILDTYPE_SNP_INDIV	0.485756645850415	0.485826298454312	0.616877461128514	1	26	5	4	0.0808001539652339
3725__WILDTYPE_SNP_INDIV	0.856754373930471	0.354648553690343	0.491051843571244	1	24	5	4	-0.153568055631567
2978__WILDTYPE_SNP_INDIV	0.118081297240224	0.731124866439806	0.815610792958204	1	18	5	4	-0.0756721222470779
3830__WILDTYPE_SNP_INDIV	0.0319238418328496	0.858194908382572	0.910861670612883	1	26	5	4	-0.0138298307298405
3688__WILDTYPE_SNP_INDIV	29.2055187485853	6.50935362447883e-08	1.09003322366708e-06	1	26	5	4	0.637688869325785
682__WILDTYPE_SNP_INDIV	0.518511836895868	0.471477181238855	0.602741456448284	1	26	5	4	-0.0805611550009537
3602__WILDTYPE_SNP_INDIV	14.8593377575285	0.000115833197772757	0.000687276973451694	1	23	5	4	0.801041804987184
2466__WILDTYPE_SNP_INDIV	10.3958465469991	0.00126299083321071	0.0052236953050006	1	22	5	4	-0.46571166301872
4192__WILDTYPE_SNP_INDIV	0.745256399911568	0.387982251039712	0.525992298588675	1	13	5	4	-0.199168234260384
3071__WILDTYPE_SNP_INDIV	5.75908127712	0.0164036468135047	0.043749126851112	1	26	5	4	-0.336691877598561
4405__WILDTYPE_SNP_INDIV	23.5957731964932	1.18848293467526e-06	1.37634915278296e-05	1	26	5	4	0.476199599860447
2319__WILDTYPE_SNP_INDIV	0.104722802999277	0.746234052129667	0.828076853967948	1	26	5	4	0.0405968955578047
2262__WILDTYPE_SNP_INDIV	4.16022161272326	0.0413839890432763	0.0932449373380149	1	22	5	4	-0.320354200589285
3085__WILDTYPE_SNP_INDIV	14.9225289075516	0.0001120172623898	0.000672092689949513	1	26	5	4	0.356764139387234
721__WILDTYPE_SNP_INDIV	26.6617895385589	2.42367395234346e-07	3.44583147697686e-06	1	26	5	4	-0.382318621331315
2776__WILDTYPE_SNP_INDIV	17.8936753560157	2.33596122599954e-05	0.000177355918675415	1	11	5	4	1.39530963879099
4408__WILDTYPE_SNP_INDIV	5.24658447657839	0.021989893731356	0.0558580492985713	1	26	5	4	-0.194398316421679
3489__WILDTYPE_SNP_INDIV	3.40350141912586	0.0650581827323383	0.133277760533511	1	26	5	4	0.138025194795996
3249__WILDTYPE_SNP_INDIV	0.00188053260092147	0.965410491221914	0.977207404448353	1	22	5	4	0.00909075817242572
2288__WILDTYPE_SNP_INDIV	0.452532758041343	0.501134635540249	0.630270503294038	1	26	5	4	0.117332256353324
789__WILDTYPE_SNP_INDIV	29.4405668336897	5.76580007883375e-08	9.86136483233986e-07	1	20	5	4	-0.957327429401518
600__WILDTYPE_SNP_INDIV	8.5417930718877	0.00347083555708353	0.0121315168635225	1	26	5	4	0.223611670479846
1229__WILDTYPE_SNP_INDIV	3.60377881732404	0.0576483932627334	0.121303930832179	1	21	5	4	0.334450543579349
655__WILDTYPE_SNP_INDIV	3.28850724834092	0.0697664232897467	0.141296852225252	1	26	5	4	0.248540260294785
1360__WILDTYPE_SNP_INDIV	40.1729776504371	2.32441337982161e-10	7.39809980359117e-09	1	26	5	4	-0.642623096721115
3456__WILDTYPE_SNP_INDIV	0.292542113510535	0.588596070744501	0.707021423643607	1	24	5	4	0.116208946849067
4439__WILDTYPE_SNP_INDIV	0.00814469824763364	0.928090155770864	0.952466642885921	1	26	5	4	0.00615200348176914
1439__WILDTYPE_SNP_INDIV	5.73513321543123	0.0166288067068664	0.044226920328279	1	26	5	4	0.199959036763288
535__WILDTYPE_SNP_INDIV	3.57084283356971	0.0588024584505986	0.122925017535266	1	26	5	4	0.260307774338298
179__WILDTYPE_SNP_INDIV	3.1446449081302	0.0761765800264545	0.151847633184214	1	26	5	4	0.204157458628003
1026__WILDTYPE_SNP_INDIV	0.784582336633548	0.375743351884041	0.513601407609415	1	25	5	4	-0.118412810698504
2229__WILDTYPE_SNP_INDIV	7.34453381657181	0.00672669735051665	0.0210198358040202	1	26	5	4	0.41110784017458
2275__WILDTYPE_SNP_INDIV	1.70737867154912	0.191325827977197	0.308561050086715	1	26	5	4	-0.123485065319166
3310__WILDTYPE_SNP_INDIV	28.916736340813	7.55572392709887e-08	1.25649858801513e-06	1	26	5	4	0.679927642268056
1480__WILDTYPE_SNP_INDIV	0.138883052652943	0.709393943490223	0.799398439072943	1	14	5	4	-0.146525776778721
805__WILDTYPE_SNP_INDIV	0.0579166203710884	0.809819633988332	0.875983155738898	1	26	5	4	0.0270493731160572
2560__WILDTYPE_SNP_INDIV	0.284335169432552	0.593873769162175	0.710519625241079	1	19	5	4	0.0955461299825165
1995__WILDTYPE_SNP_INDIV	18.4181083055455	1.77364429784934e-05	0.000140199580517499	1	25	5	4	0.638802189020024
79__WILDTYPE_SNP_INDIV	14.0273859896104	0.000180167424830336	0.00101868781615835	1	26	5	4	-0.541656547303747
1370__WILDTYPE_SNP_INDIV	0.0888847726400854	0.765599752549845	0.841896530354066	1	26	5	4	-0.0206369302855029
1804__WILDTYPE_SNP_INDIV	5.64490121985909	0.0175062023823202	0.0461518423748936	1	26	5	4	0.296903363464588
2336__WILDTYPE_SNP_INDIV	10.3688835171761	0.00128157027679131	0.00528688991438543	1	22	5	4	0.481877346363837
4208__WILDTYPE_SNP_INDIV	1.61029824073626	0.204449883716788	0.324574243005703	1	25	5	4	-0.169252656736993
160__WILDTYPE_SNP_INDIV	0.970406206260122	0.324578893130324	0.461243690237829	1	26	5	4	0.111802787697817
2416__WILDTYPE_SNP_INDIV	8.20096414547379	0.00418681350773841	0.0141749166919951	1	26	5	4	-0.340391937627206
773__WILDTYPE_SNP_INDIV	3.60960664751315	0.0574467056243282	0.120985480819685	1	20	5	4	-0.399488806726254
3399__WILDTYPE_SNP_INDIV	2.33719521578223	0.126316808110312	0.225329004971291	1	26	5	4	0.136776716071254
2148__WILDTYPE_SNP_INDIV	2.33614781899814	0.12640178888943	0.225329004971291	1	26	5	4	0.170626023116678
3245__WILDTYPE_SNP_INDIV	1.15754313523757	0.281975655895784	0.415697853446361	1	26	5	4	-0.126139620866385
3478__WILDTYPE_SNP_INDIV	0.0615796141637475	0.804016493043376	0.871173881298429	1	26	5	4	-0.0281974264781924
3652__WILDTYPE_SNP_INDIV	1.01267302297538	0.314263316005996	0.45017868754838	1	26	5	4	0.0923845698755675
351__WILDTYPE_SNP_INDIV	1.84821666012033	0.173990949876205	0.287452906533187	1	20	5	4	-0.324833025257728
384__WILDTYPE_SNP_INDIV	6.68382411105176	0.00972916797978659	0.0285286036063785	1	26	5	4	-0.307680630469751
1121__WILDTYPE_SNP_INDIV	0.595014039613488	0.440486744290178	0.575109832398423	1	26	5	4	-0.096644725630271
3009__WILDTYPE_SNP_INDIV	-9.4015123903384	1	1	1	6	5	4	-0.538748863514588
270__WILDTYPE_SNP_INDIV	3.25738832120078	0.0711022860609256	0.143489262457402	1	26	5	4	-0.242439223775635
2995__WILDTYPE_SNP_INDIV	0.0738461339260539	0.78581698161977	0.856185992669375	1	20	5	4	-0.051157677250719
349__WILDTYPE_SNP_INDIV	4.70361156212357	0.030099305002122	0.0717190182648479	1	26	5	4	-0.314435563549347
706__WILDTYPE_SNP_INDIV	3.65786030222625	0.0558052570950468	0.118567668257646	1	26	5	4	-0.189392808427922
57__WILDTYPE_SNP_INDIV	15.443627004779	8.50030982052434e-05	0.000538951042182585	1	26	5	4	0.468440754816668
4085__WILDTYPE_SNP_INDIV	5.0719537353325	0.0243159627747596	0.0603005764166638	1	26	5	4	-0.264567101333506
1493__WILDTYPE_SNP_INDIV	0.363476073955781	0.54658202235011	0.671963726982194	1	26	5	4	-0.0554355857432248
467__WILDTYPE_SNP_INDIV	21.6550461788156	3.26350337892633e-06	3.27440443405426e-05	1	26	5	4	-0.726385905301645
4157__WILDTYPE_SNP_INDIV	8.07741904162458	0.00448202353988789	0.0149483727499661	1	22	5	4	-0.521445759963275
2134__WILDTYPE_SNP_INDIV	5.00582606266789	0.0252621450364751	0.0620704851969834	1	26	5	4	0.164225425130487
337__WILDTYPE_SNP_INDIV	10.5119117217828	0.00118607486363298	0.0049395804112826	1	25	5	4	-0.438160740171568
2940__WILDTYPE_SNP_INDIV	0.00923549123467637	0.923439989199512	0.949925639574669	1	26	5	4	-0.0145942249436194
1658__WILDTYPE_SNP_INDIV	0.625401080780648	0.429047262961147	0.564004689767853	1	26	5	4	0.0669196125031005
4__WILDTYPE_SNP_INDIV	4.1766287829596	0.0409851499453178	0.0924329566575303	1	26	5	4	0.231259323050854
1098__WILDTYPE_SNP_INDIV	1.19305056497114	0.274715083735289	0.407242656518136	1	23	5	4	-0.238868707538256
844__WILDTYPE_SNP_INDIV	0.364744831147163	0.545882813943229	0.671434089514259	1	24	5	4	-0.0813343061058643
2165__WILDTYPE_SNP_INDIV	8.42664476854998	0.00369762016037886	0.0128308754446071	1	26	5	4	-0.336950020600912
1443__WILDTYPE_SNP_INDIV	0.000757940162657178	0.978036443631387	0.985624480623285	1	26	5	4	0.00315432663963279
2934__WILDTYPE_SNP_INDIV	3.3030409687517	0.0691517537482458	0.140347689406279	1	24	5	4	0.286442479670509
1447__WILDTYPE_SNP_INDIV	14.9286517186592	0.000111654314222797	0.000671602796188687	1	26	5	4	0.296452573539592
3490__WILDTYPE_SNP_INDIV	0.759266183524687	0.383558266224704	0.521020216599496	1	26	5	4	-0.0833740507824884
2867__WILDTYPE_SNP_INDIV	0.291387451665742	0.589332787519644	0.707552679695082	1	26	5	4	0.0474665961570228
3535__WILDTYPE_SNP_INDIV	2.63728429931666	0.104381834303989	0.194621716259028	1	26	5	4	-0.280613093991169
617__WILDTYPE_SNP_INDIV	1.01616379216102	0.313430699904994	0.449521916963115	1	26	5	4	0.123443513348729
3796__WILDTYPE_SNP_INDIV	4.42663272246341	0.0353822465152857	0.0822277934006107	1	16	5	4	0.620072175026429
4345__WILDTYPE_SNP_INDIV	0.123378569028318	0.725398659580355	0.811703366226586	1	24	5	4	-0.0502882396022095
451__WILDTYPE_SNP_INDIV	10.00520736012	0.0015609821436289	0.00621033127672226	1	26	5	4	-0.379936548871197
2128__WILDTYPE_SNP_INDIV	5.76443177778356	0.0163537724128211	0.0436403277157237	1	26	5	4	0.29429585940068
3860__WILDTYPE_SNP_INDIV	1.86711834195671	0.171805484594179	0.284594219147977	1	25	5	4	0.175841845543308
3647__WILDTYPE_SNP_INDIV	2.46828082210163	0.116164920853711	0.210993427673067	1	18	5	4	-0.321883800391664
1056__WILDTYPE_SNP_INDIV	2.63189709586368	0.104736503159002	0.194875584274937	1	19	5	4	0.318283956799091
778__WILDTYPE_SNP_INDIV	0.0318474021926249	0.858362985061537	0.910861670612883	1	24	5	4	0.0274969447197407
2760__WILDTYPE_SNP_INDIV	1.42845466979907	0.232016802813457	0.357509700006886	1	26	5	4	-0.090438124037931
4026__WILDTYPE_SNP_INDIV	1.76573693820001	0.183910547668534	0.298909060566444	1	26	5	4	-0.104579054775157
203__WILDTYPE_SNP_INDIV	0.0151998265291695	0.901879378264217	0.937985780553523	1	24	5	4	0.0181025358466888
1547__WILDTYPE_SNP_INDIV	1.44808881164363	0.228834866563667	0.353854687485517	1	25	5	4	-0.135046386753617
2340__WILDTYPE_SNP_INDIV	37.0427819780862	1.15565586647002e-09	3.21045207760399e-08	1	26	5	4	0.701202300315222
4444__WILDTYPE_SNP_INDIV	11.855611188739	0.000574878652620702	0.0026797932148352	1	20	5	4	0.490640678876155
1903__WILDTYPE_SNP_INDIV	5.97873689500693	0.0144793683768007	0.0394265407472545	1	26	5	4	0.235493542145207
2772__WILDTYPE_SNP_INDIV	1.61262084563134	0.204123782973536	0.324518326487203	1	17	5	4	-0.249914020958953
3226__WILDTYPE_SNP_INDIV	2.10589312346497	0.14673264782853	0.252668257063388	1	22	5	4	0.300940983660685
2328__WILDTYPE_SNP_INDIV	8.16180219546214	0.00427818383291083	0.0143782877629157	1	8	5	4	-1.11658176505624
2909__WILDTYPE_SNP_INDIV	0.372959403620825	0.541395542273346	0.668537249785638	1	26	5	4	-0.0636220346743102
1440__WILDTYPE_SNP_INDIV	17.1422766358141	3.46816747413207e-05	0.000253313265663811	1	25	5	4	0.437516411182216
4080__WILDTYPE_SNP_INDIV	2.50449523224995	0.113521852995324	0.207981161834167	1	18	5	4	0.39033751851168
352__WILDTYPE_SNP_INDIV	6.34749315745307	0.0117547287250321	0.0332313095602967	1	26	5	4	-0.254257946136221
4558__WILDTYPE_SNP_INDIV	0.00286156706715701	0.957338616210369	0.97286481050467	1	26	5	4	-0.0045396050217983
557__WILDTYPE_SNP_INDIV	13.1502685088115	0.00028747804426232	0.00150687495229455	1	25	5	4	-0.590653216334036
520__WILDTYPE_SNP_INDIV	0.0453112369214068	0.831432759745943	0.891735291974783	1	21	5	4	0.0372716992305688
12__WILDTYPE_SNP_INDIV	5.28728796500604	0.0214816486895567	0.0548861263168579	1	25	5	4	-0.303278675555279
4386__WILDTYPE_SNP_INDIV	2.23787450492091	0.13466597949801	0.236292332043607	1	26	5	4	0.186409812302193
4317__WILDTYPE_SNP_INDIV	8.47989097669188	0.00359093622222048	0.0124967700825428	1	26	5	4	-0.330789724904734
3999__WILDTYPE_SNP_INDIV	5.86590901580644	0.0154368849944701	0.0415861374907081	1	26	5	4	-0.46329136299885
3585__WILDTYPE_SNP_INDIV	6.7323523910286	0.00946796551832938	0.0279674506952004	1	26	5	4	0.286118079174656
2818__WILDTYPE_SNP_INDIV	10.0270901678791	0.00154254531060836	0.00615225955417743	1	26	5	4	0.382564500998541
3689__WILDTYPE_SNP_INDIV	15.5604751287856	7.99076767083122e-05	0.000513417505695385	1	26	5	4	-0.354496737250971
1343__WILDTYPE_SNP_INDIV	0.400285379597335	0.526941911774611	0.654726687690998	1	26	5	4	0.0573574792577288
3122__WILDTYPE_SNP_INDIV	0.255833846155838	0.612996915449523	0.725095539170664	1	26	5	4	0.0626484265691775
423__WILDTYPE_SNP_INDIV	22.285753813793	2.34943168473334e-06	2.44401919411871e-05	1	26	5	4	0.602883399463816
1173__WILDTYPE_SNP_INDIV	5.0771211391509	0.0242435921009655	0.0601524043360541	1	21	5	4	-0.401913220820586
108__WILDTYPE_SNP_INDIV	1.22748106468089	0.267897470868279	0.399973670392341	1	26	5	4	-0.102090756307644
2162__WILDTYPE_SNP_INDIV	2.1584489859024	0.141787746697429	0.246004299865648	1	26	5	4	0.117058549920921
1268__WILDTYPE_SNP_INDIV	8.72080424302385	0.00314599232498948	0.0111997326769626	1	26	5	4	0.259492293038996
3734__WILDTYPE_SNP_INDIV	12.3475086738342	0.000441575358441917	0.00215671867141449	1	24	5	4	-0.504632694385956
1975__WILDTYPE_SNP_INDIV	0.601472549951723	0.438016732504205	0.572974528147852	1	26	5	4	-0.0687135915573478
1088__WILDTYPE_SNP_INDIV	0.0136382116352252	0.907032210530467	0.941028939510426	1	25	5	4	0.0130100023894696
784__WILDTYPE_SNP_INDIV	29.6558972144949	5.15954244370315e-08	9.01700399434085e-07	1	22	5	4	-0.914834113715172
2213__WILDTYPE_SNP_INDIV	1.58460024018677	0.208099308452809	0.328706422109705	1	25	5	4	0.119045035028483
401__WILDTYPE_SNP_INDIV	0.747975496288518	0.38711795853713	0.5251168243662	1	21	5	4	0.183215627936359
2286__WILDTYPE_SNP_INDIV	0.0076683989329922	0.93021892799083	0.953836605061645	1	25	5	4	-0.0118289706769781
3476__WILDTYPE_SNP_INDIV	6.92757597520551	0.00848766500261164	0.0255747448291859	1	20	5	4	-0.628609475734732
